id,text,term,polarity,from,to,category,polarity2
1031,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",,,,,food,positive
1031,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",,,,,service,negative
1031,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",,,,,ambience,positive
712,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",service,negative,4,11,,
712,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",server,negative,74,80,,
712,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",,,,,service,negative
3226,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,prix fix,positive,39,47,,
3226,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,three course meal,positive,66,83,,
3226,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,glasses of wine,positive,97,112,,
3226,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,course,neutral,130,136,,
3226,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,,,,,price,positive
3093,Wonderful!,,,,,anecdotes/miscellaneous,positive
931,It took them 15 minutes to put water in our glasses.,water,neutral,31,36,,
931,It took them 15 minutes to put water in our glasses.,,,,,service,negative
979,The service is descent even when this small place is packed.,service,positive,4,11,,
979,The service is descent even when this small place is packed.,place,negative,44,49,,
979,The service is descent even when this small place is packed.,,,,,service,positive
1205,This is the best sushi in new york city - hands down.,sushi,positive,17,22,,
1205,This is the best sushi in new york city - hands down.,,,,,food,positive
1414,Go hungry and enjoy.,,,,,anecdotes/miscellaneous,positive
3603,I have eaten a lot of pizza here.,pizza,neutral,22,27,,
3603,I have eaten a lot of pizza here.,,,,,anecdotes/miscellaneous,neutral
2809,This place is worth an one-hour drive.,,,,,anecdotes/miscellaneous,positive
2567,Great value for the quality ingredients.,ingredients,positive,28,39,,
2567,Great value for the quality ingredients.,,,,,food,positive
2567,Great value for the quality ingredients.,,,,,price,positive
1419,"The Thali was small, thoroughly unremarkable, and $14.95.",Thali,negative,4,9,,
1419,"The Thali was small, thoroughly unremarkable, and $14.95.",,,,,food,negative
1419,"The Thali was small, thoroughly unremarkable, and $14.95.",,,,,price,negative
305,The sushi is also great!,sushi,positive,4,9,,
305,The sushi is also great!,,,,,food,positive
2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,chef app,positive,23,31,,
2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,delicate butternut squash ravioli in a delicious truffle sauce,positive,37,99,,
2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,buttery and tender langostine entree,positive,114,150,,
2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,dessert,neutral,156,163,,
2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,Cakebread Cabernet,positive,210,228,,
2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,,,,,food,positive
1931,Truly the mark of an attentive waiter.,waiter,positive,31,37,,
1931,Truly the mark of an attentive waiter.,,,,,service,positive
181,"The food here is rather good, but only if you like to wait for it.",food,positive,4,8,,
181,"The food here is rather good, but only if you like to wait for it.",,,,,food,positive
181,"The food here is rather good, but only if you like to wait for it.",,,,,service,negative
3579,I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,positive,28,38,,
3579,I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,positive,69,77,,
3579,I got an excellent piece of cheesecake and we had several other nice pastries.,,,,,food,positive
2455,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",staff,positive,4,9,,
2455,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",bar,neutral,97,100,,
2455,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",drinks,neutral,109,115,,
2455,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",menu,neutral,156,160,,
2455,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",,,,,service,positive
2040,The makhani was OK --the korma was bland.,makhani,neutral,4,11,,
2040,The makhani was OK --the korma was bland.,korma,negative,25,30,,
2040,The makhani was OK --the korma was bland.,,,,,food,negative
3080,The food is inventive but still keeps traditional indian flavoring.,food,positive,4,8,,
3080,The food is inventive but still keeps traditional indian flavoring.,,,,,food,positive
2849,All I can say is WOW!,,,,,anecdotes/miscellaneous,positive
1465,"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.",service,conflict,11,18,,
1465,"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.",,,,,service,conflict
1465,"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.",,,,,ambience,conflict
2927,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,positive,4,9,,
2927,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",place,positive,58,63,,
2927,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",,,,,ambience,positive
1544,This is a cute place and could be good but they need to get their act together.,place,positive,15,20,,
1544,This is a cute place and could be good but they need to get their act together.,,,,,anecdotes/miscellaneous,conflict
1544,This is a cute place and could be good but they need to get their act together.,,,,,ambience,positive
2161,The lox is always fresh too.,lox,positive,4,7,,
2161,The lox is always fresh too.,,,,,food,positive
3115,"Sure enough, exactly 30 minutes later we got the call and were seated promptly.",,,,,service,positive
1341,Service was very friendly.,Service,positive,0,7,,
